name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,State,availability_365,Rating,,,,,,,,,,,,,,,,,,,,,,
Bungalow in Ocean Shores · ★New · 1 bedroom · 1 bed · 1 shared bath,Nic,Byron Shire,-28.49302,153.54137,Private room,53,1,2,3/06/2023,2,2,New South Wales,8,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Hurstville · 1 bedroom · 1 bed · 1 bath,Grace,City of Kogarah,-33.9714,151.10559,Private room,53,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Lane Cove · 1 bedroom · 2 beds · 1 shared bath,Ez,Lane Cove,-33.82074,151.17806,Private room,53,90,2,4/03/2017,0.02,6,New South Wales,365,0,,,,,,,,,,,,,,,,,,,,,,
Home in Sans Souci · ★4.51 · 1 bedroom · 1 bed · 1 shared bath,Stephane,City of Rockdale,-33.99243,151.13573,Private room,53,100,43,20/08/2018,0.52,2,New South Wales,0,4.51,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Pyrmont · 1 bedroom · 1 bed · 1 bath,Jamie,Sydney,-33.87215,151.19601,Private room,53,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Bondi Beach · 1 bedroom · 1 bed · 1 bath,Raphaël,Waverley,-33.89547,151.26952,Private room,53,90,1,11/10/2016,0.01,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Condo in Warwick Farm · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,虹,Liverpool,-33.91511,150.92917,Private room,53,90,17,8/01/2020,0.2,3,New South Wales,0,4.59,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Mascot · ★4.0 · 1 bedroom · 1 bed · 1 bath,Bella,Sydney,-33.92036,151.18956,Private room,53,90,6,13/03/2017,0.07,1,New South Wales,364,4,,,,,,,,,,,,,,,,,,,,,,
Home in Drummoyne · ★4.71 · 1 bedroom · 1 bed · 2 shared baths,Pierre,City of Canada Bay,-33.85259,151.1611,Private room,53,3,45,7/05/2023,0.54,1,New South Wales,64,4.71,,,,,,,,,,,,,,,,,,,,,,
Home in Newtown · 1 bedroom · 1 bed · 1 bath,Davide,"Marrickville, New South Wales",-33.90806,151.17704,Private room,53,90,1,31/12/2016,0.01,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bondi Beach · 1 bedroom · 1 bed · 2 baths,Edward,"Waverley, New South Wales",-33.88907,151.27643,Private room,53,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Strathfield · ★4.50 · 1 bedroom · 1 bed · 1 private bath,Josie,Municipality of Strathfield,-33.87115,151.08177,Private room,53,90,8,2/03/2020,0.1,4,New South Wales,91,4.5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Carlingford · 1 bedroom · 1 bed · 1 private bath,Icy,The Hills Shire,-33.78427,151.04341,Private room,53,90,1,9/07/2017,0.01,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Penshurst · ★4.77 · 1 bedroom · 2 beds · 1 shared bath,Adrienne,City of Kogarah,-33.96924,151.08353,Private room,53,3,52,23/04/2023,0.71,1,New South Wales,84,4.77,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Alexandria · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Diana & Roman,Sydney,-33.91109,151.20089,Private room,53,90,20,4/11/2019,0.28,1,New South Wales,0,4.9,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Hurstville · 1 bedroom · 1 bed · 1 shared bath,Laura,City of Kogarah,-33.97081,151.10457,Private room,53,90,1,9/11/2017,0.01,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Ryde · ★4.50 · 1 bedroom · 2 beds · 1 private bath,Justin,City of Ryde,-33.81584,151.10779,Private room,53,90,4,28/12/2018,0.06,1,New South Wales,0,4.5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Burwood · ★4.58 · Studio · 1 bed · 1 private bath,Elaine,Municipality of Burwood,-33.8783,151.1006,Private room,53,90,12,30/07/2019,0.17,1,New South Wales,0,4.58,,,,,,,,,,,,,,,,,,,,,,
Home in Fairfield West · ★3.25 · 1 bedroom · 1 bed · 1 private bath,Anu,Fairfield City Council,-33.86712,150.91397,Private room,53,90,4,22/04/2019,0.07,1,New South Wales,0,3.25,,,,,,,,,,,,,,,,,,,,,,
Home in Kellyville · ★4.89 · 2 bedrooms · 4 beds · 1.5 shared baths,Lin,The Hills Shire,-33.68721,150.94658,Private room,53,90,9,1/03/2020,0.15,1,New South Wales,89,4.89,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Kirrawee · 1 bedroom · 1 bed · 1 private bath,Rishav,Sutherland Shire,-34.03347,151.07215,Private room,53,90,0,,,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Woollahra · 1 bedroom · 1 bed · 1 shared bath,Rubelyn,"Woollahra, New South Wales",-33.88896,151.25448,Private room,53,90,0,,,4,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Westmead · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,Peter,Parramatta,-33.81618,150.99467,Private room,53,90,5,16/01/2020,0.11,2,New South Wales,0,4.6,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Westmead · 1 bedroom · 1 bed · 1 shared bath,Peter,Parramatta,-33.81562,150.99431,Private room,53,90,2,12/12/2019,0.04,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Burwood · 1 bedroom · 3 beds · 1 shared bath,Charles,Municipality of Burwood,-33.87908,151.09778,Private room,53,30,1,6/08/2023,1,63,New South Wales,363,0,,,,,,,,,,,,,,,,,,,,,,
Guest suite in Drummoyne · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,Elena,City of Canada Bay,-33.85929,151.1496,Private room,53,2,69,2/09/2023,2.07,4,New South Wales,3,4.59,,,,,,,,,,,,,,,,,,,,,,
Home in Cabramatta West · ★3.94 · 1 bedroom · 2 beds · 1.5 shared baths,Dzung,Fairfield,-33.8938858,150.9020338,Private room,53,1,16,12/08/2023,3.48,21,New South Wales,343,3.94,,,,,,,,,,,,,,,,,,,,,,
Home in Lindfield · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,Liquan,Ku-ring-gai Council,-33.77942529,151.1661829,Private room,53,1,3,17/07/2023,0.96,28,New South Wales,221,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in Lindfield · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Liquan,Ku-ring-gai Council,-33.77762028,151.1662004,Private room,53,1,4,17/08/2023,1.56,28,New South Wales,242,4.5,,,,,,,,,,,,,,,,,,,,,,
Home in Gordon · ★New · 1 bedroom · 1 bed · 2 baths,Ken,Ku-Ring-Gai,-33.75324898,151.1496189,Private room,53,2,0,,,129,New South Wales,201,0,,,,,,,,,,,,,,,,,,,,,,
Home in Altona · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Lorraine,City of Hobsons Bay,-37.8711,144.81342,Private room,54,1,140,17/03/2022,1.6,2,Victoria,365,4.93,,,,,,,,,,,,,,,,,,,,,,
Guest suite in Richmond · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Helen And Peter,City of Yarra,-37.81377,145.0009,Private room,54,2,378,1/02/2021,3.24,2,Victoria,67,4.9,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Kensington · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Amy,Melbourne,-37.78883,144.92557,Private room,54,1,111,31/03/2023,1.17,1,Victoria,3,4.86,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Carlton · 1 bedroom · 1 bed · 1 bath,Alexander,Melbourne,-37.80362,144.96353,Private room,54,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Princes Hill · 1 bedroom · 1 bed · 1 bath,Charlie,City of Yarra,-37.78276,144.96689,Private room,54,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Preston · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,Mauro,City of Darebin,-37.73587,144.98908,Private room,54,2,159,2/09/2023,1.7,2,Victoria,251,4.91,,,,,,,,,,,,,,,,,,,,,,
Condo in Thornbury · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Kishka,City of Darebin,-37.76218,145.02229,Private room,54,2,15,23/05/2019,0.16,2,Victoria,0,4.93,,,,,,,,,,,,,,,,,,,,,,
Home in Balaclava · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,Carey,City of Port Phillip,-37.86659,144.99186,Private room,54,7,66,12/07/2023,0.73,3,Victoria,57,4.95,,,,,,,,,,,,,,,,,,,,,,
Home in North Melbourne · 1 bedroom · 1 bed · 1 bath,Olga,Melbourne,-37.80072,144.95757,Private room,54,5,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Mentone · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,Lawrence,City of Kingston,-37.97951,145.06347,Private room,54,1,137,25/06/2023,1.48,1,Victoria,279,4.84,,,,,,,,,,,,,,,,,,,,,,
Rental unit in St Kilda · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,Debbie,City of Port Phillip,-37.86396,144.98261,Private room,54,14,65,29/08/2023,0.71,2,Victoria,89,4.85,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Mentone · ★4.72 · 1 bedroom · 1 bed · 1 private bath,Laetitia Florian,City of Kingston,-37.98099,145.06919,Private room,54,1,18,11/08/2017,0.2,1,Victoria,0,4.72,,,,,,,,,,,,,,,,,,,,,,
Home in Clayton · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,Mikey,City of Monash,-37.91053,145.12825,Private room,54,7,32,16/08/2023,0.37,1,Victoria,133,4.91,,,,,,,,,,,,,,,,,,,,,,
Home in Reservoir · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,Peter,City of Darebin,-37.71391515,144.9822603,Private room,54,1,4,16/08/2023,2.18,1,Victoria,173,4.75,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Balaclava · ★4.80 · 1 bedroom · 1 bed · 1 bath,Maleela,City of Port Phillip,-37.87373,144.99783,Private room,54,2,15,29/11/2017,0.18,2,Victoria,0,4.8,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.79 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.7723,144.97959,Private room,54,7,14,6/08/2023,0.47,327,Victoria,88,4.79,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.25 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77061,144.97964,Private room,54,7,4,6/02/2020,0.07,327,Victoria,83,4.25,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★5.0 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77252,144.98136,Private room,54,7,5,31/08/2022,0.27,327,Victoria,90,5,,,,,,,,,,,,,,,,,,,,,,
Home in Toorak · ★4.50 · 1 bedroom · 1 bed · 1 private bath,Jenny,City of Stonnington,-37.84049,145.01315,Private room,54,2,4,29/09/2017,0.05,1,Victoria,0,4.5,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Armadale · 1 bedroom · 1 bed · 1 shared bath,Daniel,City of Stonnington,-37.86433,145.02551,Private room,54,2,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 private bath,Laura,Melbourne,-37.80917,144.96088,Private room,54,1,1,10/01/2018,0.01,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Truganina · ★4.47 · 1 bedroom · 1 bed · 1 private bath,Purnama,City of Wyndham,-37.84332,144.73778,Private room,54,1,59,16/03/2020,0.93,1,Victoria,123,4.47,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Coburg · ★4.59 · 1 bedroom · 1 bed · 1 private bath,Mart,City of Merri-bek,-37.74133,144.96281,Private room,54,1,126,17/03/2020,2.1,1,Victoria,0,4.59,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Mount Waverley · ★4.42 · 1 bedroom · 1 bed · 1.5 shared baths,Chutian,City of Monash,-37.86869,145.14468,Private room,54,1,12,1/12/2020,0.2,8,Victoria,0,4.42,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,Sky,Melbourne,-37.81248,144.95999,Private room,54,2,7,6/02/2019,0.12,7,Victoria,0,4.71,,,,,,,,,,,,,,,,,,,,,,
Home in Kingsville · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,Lora,"Maribyrnong, Victoria",-37.80949,144.87297,Private room,54,1,21,14/07/2019,0.37,2,Victoria,0,4.75,,,,,,,,,,,,,,,,,,,,,,
Townhouse in North Melbourne · ★4.88 · 1 bedroom · 1 bed · 2.5 shared baths,Matthew,Melbourne,-37.79904,144.95181,Private room,54,1,8,7/05/2019,0.15,3,Victoria,0,4.88,,,,,,,,,,,,,,,,,,,,,,
Rental unit in North Melbourne · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Timothy,Melbourne,-37.80163,144.95437,Private room,54,7,25,17/03/2020,0.53,2,Victoria,0,5,,,,,,,,,,,,,,,,,,,,,,
Villa in Doncaster · 1 bedroom · 1 bed · 1.5 shared baths,Sunny,City of Manningham,-37.78288,145.13172,Private room,54,3,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.33 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77448,144.97792,Private room,54,7,12,22/05/2023,0.42,327,Victoria,149,4.33,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77387,144.97614,Private room,54,7,2,3/12/2021,0.09,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.55 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77088,144.98017,Private room,54,7,11,16/08/2023,0.61,327,Victoria,90,4.55,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.67 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77227,144.98143,Private room,54,7,9,3/02/2023,0.26,327,Victoria,90,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.0 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.7709,144.98001,Private room,54,7,6,9/07/2023,0.14,327,Victoria,90,4,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.43 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77293,144.98122,Private room,54,7,7,20/06/2023,0.36,327,Victoria,84,4.43,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.43 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77224,144.98152,Private room,54,7,7,25/07/2023,0.33,327,Victoria,52,4.43,,,,,,,,,,,,,,,,,,,,,,
Villa in Bundoora · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,Steven,"Whittlesea, Victoria",-37.69027,145.05822,Private room,54,3,29,20/06/2023,0.69,21,Victoria,268,4.79,,,,,,,,,,,,,,,,,,,,,,
Place to stay in Rowville · 2 bedrooms · 3 beds · 1.5 shared baths,Anne,City of Knox,-37.93827,145.25161,Private room,54,7,2,21/01/2023,0.11,4,Victoria,91,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Mount Waverley · 1 bedroom · 1 bed · 1.5 shared baths,Chutian,City of Monash,-37.86711,145.14324,Private room,54,1,0,,,8,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.36 · 1 bedroom · 4 shared baths,Flexistayz,City of Merri-bek,-37.77261,144.97986,Private room,54,7,14,5/07/2023,0.5,327,Victoria,90,4.36,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.44 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77146,144.97925,Private room,54,7,9,30/07/2023,0.44,327,Victoria,90,4.44,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.0 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77087,144.9795,Private room,54,7,3,30/06/2023,0.41,327,Victoria,34,4,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★2.0 · 1 bedroom · 2 beds · 2 shared baths,Flexistayz,City of Merri-bek,-37.77603,144.97763,Private room,54,7,3,26/04/2023,0.38,327,Victoria,90,2,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.33 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77383,144.97805,Private room,54,6,6,25/05/2023,0.43,327,Victoria,92,4.33,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.25 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77237,144.97796,Private room,54,7,4,10/01/2023,0.32,327,Victoria,128,4.25,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★3.33 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77466,144.97616,Private room,54,7,3,28/04/2023,0.42,327,Victoria,149,3.33,,,,,,,,,,,,,,,,,,,,,,
Rental unit in St Kilda · ★3.67 · 1 bedroom · 1 bed · 1 shared bath,Rani,City of Port Phillip,-37.86398,144.97902,Private room,54,1,12,27/05/2023,1,1,Victoria,52,3.67,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.38 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77304,144.97616,Private room,54,7,8,31/07/2023,0.72,327,Victoria,148,4.38,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77256,144.97607,Private room,54,7,1,19/06/2023,0.38,327,Victoria,160,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77285,144.97946,Private room,54,7,2,19/02/2023,0.23,327,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77156,144.98146,Private room,54,7,1,16/03/2023,0.17,327,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.7742,144.9762,Private room,54,7,0,,,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77233,144.97592,Private room,54,7,1,11/04/2023,0.2,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77303,144.97798,Private room,54,7,0,,,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77235,144.97775,Private room,54,7,0,,,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77451,144.97607,Private room,54,7,0,,,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77246,144.97643,Private room,54,7,0,,,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★4.75 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77451,144.9765,Private room,54,7,4,19/05/2023,0.49,327,Victoria,130,4.75,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77449,144.97636,Private room,54,7,1,29/06/2023,0.43,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77428,144.9763,Private room,54,7,2,26/06/2023,0.52,327,Victoria,124,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77452,144.97651,Private room,54,7,0,,,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77421,144.97777,Private room,54,7,2,10/04/2023,0.38,327,Victoria,149,0,,,,,,,,,,,,,,,,,,,,,,
Home in Rockbank · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Pankaj,City of Melton,-37.71855,144.67373,Private room,54,1,28,3/09/2023,4.94,2,Victoria,173,5,,,,,,,,,,,,,,,,,,,,,,
Home in Blackburn South · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,Vic,City of Whitehorse,-37.8383318,145.1428647,Private room,54,3,6,17/07/2023,0.92,4,Victoria,257,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in St Albans · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Linh,City of Brimbank,-37.73542,144.80746,Private room,54,14,4,1/06/2023,0.56,2,Victoria,171,5,,,,,,,,,,,,,,,,,,,,,,
Home in Point Cook · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Natalie,City of Wyndham,-37.89928,144.77855,Private room,54,1,3,26/06/2023,0.46,2,Victoria,351,5,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77094847,144.9809286,Private room,54,7,2,2/07/2023,0.4,327,Victoria,85,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · ★3.67 · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.77087887,144.9799844,Private room,54,7,3,18/06/2023,0.6,327,Victoria,90,3.67,,,,,,,,,,,,,,,,,,,,,,
Home in Deer Park · 1 bedroom · 2 beds · 1.5 baths,Kbn,City of Brimbank,-37.77194,144.77209,Private room,54,1,1,6/07/2023,0.48,41,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Home in Brunswick East · 1 bedroom · 1 bed · 4 shared baths,Flexistayz,City of Merri-bek,-37.7727081,144.9797811,Private room,54,7,1,9/07/2023,0.51,327,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,
Home in Yarraville · ★4.90 · 1 bedroom · 1 bed · 1 bath,Hampton,"Maribyrnong, Victoria",-37.81127576,144.8838919,Private room,54,1,10,20/08/2023,4.69,4,Victoria,135,4.9,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Travancore · 1 bedroom · 1 bed · 1 shared bath,Johnny,City of Moonee Valley,-37.78220832,144.9305238,Private room,54,20,2,1/08/2023,1.46,4,Victoria,303,0,,,,,,,,,,,,,,,,,,,,,,
Home in Pascoe Vale · 1 bedroom · 2 beds · 1 shared bath,Burak,City of Merri-bek,-37.72363,144.93654,Private room,54,1,1,7/08/2023,1,5,Victoria,281,0,,,,,,,,,,,,,,,,,,,,,,
Home in Deer Park · ★New · 1 bedroom · 1 bed · 1.5 baths,Stewart,City of Brimbank,-37.76852577,144.7642259,Private room,54,2,1,25/08/2023,1,5,Victoria,242,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Burnley · ★New · 1 bedroom · 1 bed · 1 bath,Saurabhi,City of Yarra,-37.83046705,145.00688,Private room,54,1,2,29/08/2023,2,2,Victoria,44,0,,,,,,,,,,,,,,,,,,,,,,
Home in Lindisfarne · ★4.63 · 1 bedroom · 2 beds · 1 shared bath,Alex,City of Clarence,-42.84452,147.3559,Private room,54,1,56,2/02/2022,0.99,2,Tasmania,34,4.63,,,,,,,,,,,,,,,,,,,,,,
Home in Montrose · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,Finn,City of Glenorchy,-42.83517,147.25047,Private room,54,2,90,15/08/2023,1.94,2,Tasmania,286,4.92,,,,,,,,,,,,,,,,,,,,,,
Home in Sandy Bay · 1 bedroom · 1 bed · 1 shared bath,Carmen,Hobart,-42.89289,147.32401,Private room,54,2,1,12/03/2022,0.06,1,Tasmania,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Mount Claremont · 1 bedroom · 1 bed · 1.5 baths,Penny,"Nedlands, Western Australia",-31.9678,115.79398,Private room,54,90,0,,,1,Western Australia,0,0,,,,,,,,,,,,,,,,,,,,,,
Home in Dianella · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,Rob,City of Stirling,-31.90495,115.88236,Private room,54,1,221,26/05/2023,2.86,1,Western Australia,165,4.67,,,,,,,,,,,,,,,,,,,,,,
Home in North Lake · ★4.93 · 1 bedroom · 1 bed · 1 private bath,Helen,City of Cockburn,-32.08257,115.84399,Private room,54,2,120,13/06/2023,2.07,1,Western Australia,154,4.93,,,,,,,,,,,,,,,,,,,,,,
Home in East Victoria Park · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,Le,"Victoria Park, Western Australia",-31.99183,115.89304,Private room,54,3,25,1/06/2023,0.84,9,Western Australia,171,4.68,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Belhus · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,Daniel,City of Swan,-31.78016,115.99217,Private room,54,6,54,24/02/2023,1.11,3,Western Australia,115,4.94,,,,,,,,,,,,,,,,,,,,,,
Home in Alkimos · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Martin,Wanneroo,-31.62797,115.70054,Private room,54,2,5,3/03/2023,0.13,1,Western Australia,180,5,,,,,,,,,,,,,,,,,,,,,,
Home in Bunbury · 1 bedroom · 1 bed · 1 shared bath,Ian,"Bunbury, Western Australia",-33.32121,115.63212,Private room,54,14,0,,,4,Western Australia,23,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bunbury · 1 bedroom · 1 bed · 1 shared bath,Ian,"Bunbury, Western Australia",-33.32034,115.63425,Private room,54,14,0,,,4,Western Australia,23,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bunbury · 1 bedroom · 1 bed · 1 shared bath,Ian,"Bunbury, Western Australia",-33.32057,115.6339,Private room,54,14,0,,,4,Western Australia,23,0,,,,,,,,,,,,,,,,,,,,,,
Home in Bunbury · 1 bedroom · 1 bed · 1 shared bath,Ian,"Bunbury, Western Australia",-33.32119,115.63384,Private room,54,14,0,,,4,Western Australia,23,0,,,,,,,,,,,,,,,,,,,,,,
Townhouse in Saint James · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,Lisa,Town of Victoria Park,-31.99852,115.90974,Private room,54,3,18,17/06/2023,1.29,7,Western Australia,79,4.22,,,,,,,,,,,,,,,,,,,,,,
Home in Saint James · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,Lisa,Town of Victoria Park,-31.99847,115.91146,Private room,54,3,14,10/06/2023,2.07,7,Western Australia,78,4.43,,,,,,,,,,,,,,,,,,,,,,
