name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,State,availability_365,Rating,,,,,,,,,,,,,,,,,,,,,,
Home in Bondi Beach · 1 bedroom · 1 bed · 1 bath,Ellen,Waverley,-33.88788,151.26792,Private room,170,90,1,9/05/2016,0.01,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55444
Rental unit in Bondi Junction · ★4.47 · 2 bedrooms · 2 beds · 1 private bath,Kat,Waverley,-33.89416,151.2472,Private room,170,90,19,11/12/2017,0.23,1,New South Wales,0,4.47,,,,,,,,,,,,,,,,,,,,,,PID-STRA-50899
Home in Eastgardens · ★4.88 · 2 bedrooms · 3 beds · 1 shared bath,Jess,"Botany Bay, Derbyshire",-33.95063,151.23029,Private room,170,1,26,6/05/2023,0.4,6,New South Wales,358,4.88,,,,,,,,,,,,,,,,,,,,,,PID-STRA-50899
Boutique hotel in Rushcutters Bay · 1 bedroom · 1 bed · 1 private bath,George,Sydney,-33.87503,151.22565,Private room,170,90,2,28/03/2022,0.1,2,New South Wales,219,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-50899
Home in Maroubra · Studio · 1 bed · 1 shared bath,Rob,City of Randwick,-33.94488,151.24581,Private room,170,90,1,13/12/2019,0.02,1,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-50900
Home in Ropes Crossing · 1 bedroom · 1 bed · 1 shared bath,Waleed,Blacktown,-33.73711,150.78115,Private room,170,90,0,,,1,New South Wales,365,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-50900
Hotel in Pyrmont · ★3.93 · 1 bedroom · 1 bed · 3 shared baths,Dunkirk,Sydney,-33.87023,151.19549,Private room,170,1,42,2/07/2023,1.52,5,New South Wales,180,3.93,,,,,,,,,,,,,,,,,,,,,,PID-STRA-24376
Hotel in Pyrmont · ★4.25 · 1 bedroom · 2 beds · 3 shared baths,Dunkirk,Sydney,-33.87247,151.19569,Private room,170,1,53,18/08/2023,1.56,5,New South Wales,179,4.25,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55521
Townhouse in Bondi Beach · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Donna,"Waverley, New South Wales",-33.8873,151.27451,Private room,170,3,9,30/08/2023,0.26,1,New South Wales,55,5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55521
Rental unit in Maroubra · 1 bedroom · 1 private bath,Jessica,City of Randwick,-33.94626,151.25782,Private room,170,90,0,,,1,New South Wales,365,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55416
Home in Oran Park · 3 bedrooms · 3 beds · 1.5 baths,Glen,"Camden, New South Wales",-34.00571,150.73694,Private room,170,2,1,13/06/2021,0.04,2,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-29071
casa particular in Manly · 1 bedroom · 1 bed · 1 shared bath,Louie,"Manly, New South Wales",-33.7941349,151.2855864,Private room,170,3,0,,,1,New South Wales,65,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-44555
Rental unit in Bondi Beach · 1 bedroom · 1 bed · 1 private bath,Joe,Waverley,-33.88757,151.27543,Private room,170,7,0,,,1,New South Wales,47,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-54787
Hotel in Bondi Junction · ★New · Studio · 1 bed · 1 bath,Kimi,Waverley,-33.89296,151.24701,Private room,170,1,0,,,80,New South Wales,3,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-35324
Home in Leopold · ★4.90 · 3 bedrooms · 3 beds · 1 private bath,Rachel,City of Greater Geelong,-38.19928,144.45667,Private room,171,1,40,18/02/2023,1.61,1,Victoria,86,4.9,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55545
Boutique hotel in Apollo Bay · ★4.87 · 1 bedroom · 1 bed · 1 private bath,Sandpiper Motel,Shire of Colac Otway,-38.75072,143.66925,Private room,171,1,15,10/01/2023,0.6,9,Victoria,335,4.87,,,,,,,,,,,,,,,,,,,,,,PID-STRA-25543
Guesthouse in Torquay · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Jeffrey,Surf Coast Shire,-38.33098,144.30786,Private room,171,2,17,1/05/2022,0.93,1,Victoria,116,5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55647
Bed and breakfast in Victoria Valley · ★New · 1 bedroom · 1 bed · 1 private bath,Jody,Shire of Southern Grampians,-37.58372,142.3208,Private room,171,1,0,,,1,Victoria,364,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Rental unit in Middle Park · ★4.93 · 2 bedrooms · 2 beds · 1 private bath,Caroline,City of Port Phillip,-37.85427,144.96506,Private room,171,2,42,28/01/2020,0.52,1,Victoria,0,4.93,,,,,,,,,,,,,,,,,,,,,,PID-STRA-54122
Home in Templestowe · 1 bedroom · 1 bed · 1 private bath,Marianna,City of Manningham,-37.75794,145.14366,Private room,171,1,0,,,3,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-25543
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 bath,Hung,Melbourne,-37.80842,144.96133,Private room,171,1,0,,,1,Victoria,89,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55548
Home in Wyndham Vale · 1 bedroom · 1 bed · 1 bath,Mohit,City of Wyndham,-37.87848,144.61518,Private room,171,1,1,27/05/2023,0.3,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Bed and breakfast in Ocean Reef · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,Jodi & Kyle,City of Joondalup,-31.76688,115.74316,Private room,171,2,8,7/10/2022,0.08,5,Western Australia,301,4.75,,,,,,,,,,,,,,,,,,,,,,Exempt
Bed and breakfast in Busselton · ★4.59 · 1 bedroom · 1 bed · 1 private bath,Observatory,Busselton,-33.646381,115.348694,Private room,171,1,17,18/05/2023,0.72,7,Western Australia,304,4.59,,,,,,,,,,,,,,,,,,,,,,PID-STRA-54122
Boutique hotel in North Boambee Valley · ★4.80 · 1 bedroom · 1 bed · 1 private bath,Monique,Coffs Harbour,-30.31122,153.09849,Private room,171,1,5,25/02/2023,0.16,9,New South Wales,353,4.8,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Boutique hotel in Kingscliff · ★4.84 · 1 bedroom · 1 bed · 1 private bath,Ryan,Tweed Shire,-28.23847,153.56536,Private room,171,1,138,18/05/2023,7.68,5,New South Wales,353,4.84,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Rental unit in Pyrmont · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,Sydney Harbour,Sydney,-33.86764,151.1895,Private room,171,3,33,31/08/2023,0.24,3,New South Wales,71,4.9,,,,,,,,,,,,,,,,,,,,,,PID-STRA-54122
Rental unit in Burwood · ★4.60 · 1 bedroom · 6 beds · 1 private bath,Denise,Municipality of Burwood,-33.87391,151.09815,Private room,171,90,7,22/09/2019,0.08,2,New South Wales,0,4.6,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Rental unit in Bondi Beach · 1 bedroom · 1 bed · 1 private bath,Anna,"Woollahra, New South Wales",-33.88728,151.26538,Private room,171,90,0,,,13,New South Wales,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Hotel in Neutral Bay · ★4.50 · 1 bedroom · 1 bed · 1 private bath,Niva,North Sydney,-33.8411,151.21901,Private room,171,1,159,27/08/2023,4.14,10,New South Wales,86,4.5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Hotel in Neutral Bay · ★4.31 · 1 bedroom · 2 beds · 1 private bath,Niva,North Sydney,-33.83931,151.22045,Private room,171,1,39,30/08/2023,0.98,10,New South Wales,83,4.31,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Hotel in Neutral Bay · ★4.67 · 1 bedroom · 1 bed · 1 private bath,Niva,"North Sydney, New South Wales",-33.84111,151.22048,Private room,171,1,3,7/10/2022,0.22,10,New South Wales,76,4.67,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Hostel in Surry Hills · ★4.41 · 1 bedroom · 1 bed · 1 bath,Big,Sydney,-33.88074,151.21016,Private room,171,1,27,11/08/2023,1.27,8,New South Wales,330,4.41,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55666
Hotel in Woolloomooloo · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Nina,Sydney,-33.87302,151.21966,Private room,171,1,8,27/05/2023,0.63,2,New South Wales,314,4.5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Hostel in Port Fairy · ★4.33 · 1 bedroom · 3 beds · 1 shared bath,YHA Australia,Shire of Moyne,-38.38526,142.23843,Private room,172,1,9,18/12/2022,0.3,11,Victoria,341,4.33,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Rental unit in Footscray · 1 bedroom · 1 bed · 1 private bath,Bonggoo,"Maribyrnong, Victoria",-37.79579,144.88502,Private room,172,1,1,11/12/2018,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Boutique hotel in Perth · ★4.20 · 1 bedroom · 1 bed · 1 private bath,European Hotel,Perth,-31.95348,115.86279,Private room,172,3,5,6/03/2023,0.4,10,Western Australia,276,4.2,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Rental unit in Kingscliff · 1 bedroom · 1 bed · 1 private bath,HolidayManagementCo,Tweed Shire,-28.27739,153.57617,Private room,172,1,0,,,103,New South Wales,329,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55644
Rental unit in Clovelly · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,Justin,Randwick,-33.91396,151.2647,Private room,172,2,62,24/08/2023,0.87,1,New South Wales,30,4.98,,,,,,,,,,,,,,,,,,,,,,Exempt
Hostel in Haymarket · ★4.48 · 1 bedroom · 1 bed · 1 bath,Dev,Sydney,-33.8824,151.20459,Private room,172,1,27,2/08/2023,0.72,4,New South Wales,340,4.48,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Pyrmont · 1 bedroom · 1 bed · 1 shared bath,Steven,Sydney,-33.86894,151.19762,Private room,172,1,0,,,23,New South Wales,19,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55623
Home in Pyrmont · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Steven,Sydney,-33.86928609,151.1979306,Private room,172,1,3,14/02/2023,0.39,23,New South Wales,16,5,,,,,,,,,,,,,,,,,,,,,,PID-STRA-52762
Home in Pyrmont · 1 bedroom · 1 bed · 1 shared bath,Steven,Sydney,-33.86868,151.19764,Private room,172,1,2,1/03/2023,0.27,23,New South Wales,45,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-52762
Home in Apollo Bay · ★4.61 · Studio · 1 bed · 1 private bath,Huinan,Shire of Colac Otway,-38.74761,143.65865,Private room,173,1,80,2/12/2022,1.13,8,Victoria,344,4.61,,,,,,,,,,,,,,,,,,,,,,Exempt
Bed and breakfast in East Melbourne · Studio · 3 beds · 1 private bath,Gary,Melbourne,-37.81526,144.98855,Private room,173,3,0,,,5,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Werribee · 4 bedrooms · 5 beds · 2 baths,Lilly,City of Wyndham,-37.90042,144.61125,Private room,173,2,0,,,1,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Blairgowrie · ★4.76 · 2 bedrooms · 3 beds · 1 private bath,Tim,Point Nepean,-38.36071,144.76748,Private room,173,1,118,20/05/2023,1.7,2,Victoria,327,4.76,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55659
Bed and breakfast in West Toodyay · ★4.88 · 1 bedroom · 1 private bath,Graham & Helen,"Toodyay, Western Australia",-31.53289,116.43102,Private room,173,1,8,25/04/2023,0.41,3,Western Australia,308,4.88,,,,,,,,,,,,,,,,,,,,,,Exempt
Rental unit in Alexandria · ★New · 1 bedroom · 1 bed · 1.5 baths,Jorge,Sydney,-33.89637,151.19923,Private room,173,1,0,,,1,New South Wales,141,0,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Grovedale · ★5.0 · 1 bedroom · 1 bed · 1 bath,Debbie Regional Escapes,City of Greater Geelong,-38.21371,144.32064,Private room,174,2,3,28/05/2023,1.96,109,Victoria,357,5,,,,,,,,,,,,,,,,,,,,,,Exempt
Home in Sunshine · 1 bedroom · 2 beds · 1.5 shared baths,Dee,City of Brimbank,-37.78676,144.83133,Private room,174,7,0,,,36,Victoria,314,0,,,,,,,,,,,,,,,,,,,,,,PID-STRA-54951
Rental unit in Battery Point · ★4.82 · 1 bedroom · 1 bed · 1 private bath,Kat,City of Hobart,-42.88581,147.33093,Private room,174,1,22,30/07/2023,0.67,9,Tasmania,230,4.82,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55818
Bed and breakfast in West Launceston · ★5.0 · 1 bedroom · 1 bed · 1 private bath,The Dragonfly,"Launceston, Tasmania",-41.44902,147.13637,Private room,174,1,3,21/12/2022,0.22,10,Tasmania,324,5,,,,,,,,,,,,,,,,,,,,,,Exempt
Boutique hotel in West Launceston · ★4.60 · 1 bedroom · 1 bed · 1 private bath,The Dragonfly,"Launceston, Tasmania",-41.44917,147.13642,Private room,174,1,5,13/11/2022,0.37,10,Tasmania,319,4.6,,,,,,,,,,,,,,,,,,,,,,PID-STRA-55783
Boutique hotel in West Launceston · ★4.74 · 1 bedroom · 1 bed · 1 private bath,The Dragonfly,"Launceston, Tasmania",-41.45092,147.13633,Private room,174,1,19,22/07/2023,1.49,10,Tasmania,303,4.74,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
Home in Thornlie · 1 bedroom · 2 beds · 1 bath,Praveen,"Gosnells, Western Australia",-32.05759,115.96535,Private room,174,1,2,12/08/2019,0.02,1,Western Australia,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
Nature lodge in Dwellingup · ★4.62 · 1 bedroom · 3 beds · 1 shared bath,Jarrah,Shire of Murray,-32.707844,116.059471,Private room,174,1,21,28/05/2023,0.89,4,Western Australia,287,4.62,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Rental unit in Cronulla · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Janice,Sutherland Shire,-34.04825,151.15622,Private room,174,7,41,3/03/2023,0.41,1,New South Wales,166,4.8,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Condo in Sydney · ★4.61 · 1 bedroom · 1 bed · 1 private bath,Rebecca,Sydney,-33.86379,151.20818,Private room,174,90,81,15/03/2019,0.79,1,New South Wales,0,4.61,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guest suite in Surry Hills · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,Annette,Sydney,-33.88796,151.21609,Private room,174,90,14,2/01/2019,0.2,1,New South Wales,88,4.79,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Boutique hotel in Rushcutters Bay · ★4.61 · 1 bedroom · 2 beds · 1 shared bath,Bayswater Boutique,Sydney,-33.87585,151.22575,Private room,174,1,74,11/08/2023,1.26,8,New South Wales,304,4.61,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Boutique hotel in Randwick · ★4.78 · Studio · 1 bed · 1 private bath,Avoca Randwick,"Randwick, New South Wales",-33.91935,151.24107,Hotel room,174,1,9,4/09/2022,0.17,4,New South Wales,299,4.78,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Rental unit in Angaston · ★4.67 · Studio · 1 private bath,Danielle,"Angaston, South Australia",-34.49263,139.0282,Private room,175,2,6,21/04/2022,0.15,6,South Australia,337,4.67,,,,,,,,,,,,,,,,,,,,,,"Exempt: This listing is a hotel, motel, or caravan park"
Rental unit in Angaston · ★4.0 · 1 bedroom · 1 shared bath,Danielle,"Angaston, South Australia",-34.49316,139.0268,Private room,175,2,3,15/08/2022,0.18,6,South Australia,348,4,,,,,,,,,,,,,,,,,,,,,,TICT398321
Home in Fitzroy · 1 bedroom · 2 beds · 1 bath,Tom,City of Yarra,-37.80121,144.97654,Private room,175,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Townhouse in Seddon · 1 bedroom · 1 bed · 1.5 baths,Kris,"Maribyrnong, Victoria",-37.80688,144.88624,Private room,175,1,1,23/03/2018,0.02,1,Victoria,90,0,,,,,,,,,,,,,,,,,,,,,,DA2019-529
Guest suite in Williamstown · ★4.77 · 1 bedroom · 1 bed · 1 private bath,Marija,City of Hobsons Bay,-37.86693,144.90104,Private room,175,2,54,2/04/2023,0.85,1,Victoria,174,4.77,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Townhouse in Brunswick West · 1 bedroom · 1 bed · 1 bath,Ryan,City of Merri-bek,-37.75186,144.93765,Private room,175,1,0,,,2,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Rental unit in Saint Kilda · 1 bedroom · 2 beds · 1 shared bath,Jorge,City of Port Phillip,-37.86096,144.98327,Shared room,175,1,1,8/03/2019,0.02,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Hotel in Melbourne · ★3.92 · Studio · 1 bed · 1 private bath,Bhuwan,Melbourne,-37.82119,144.95587,Private room,175,1,13,28/04/2023,0.33,3,Victoria,235,3.92,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Villa in Werribee · 3 bedrooms · 3 beds · 1 private bath,Gaurav,City of Wyndham,-37.87338,144.65488,Private room,175,1,2,19/05/2023,0.49,1,Victoria,214,0,,,,,,,,,,,,,,,,,,,,,,FP-362
Bed and breakfast in Beaumaris · 2 bedrooms · 2 beds · 1.5 baths,Liz,City of Bayside,-37.9716,145.03613,Private room,175,2,1,1/04/2023,0.19,2,Victoria,365,0,,,,,,,,,,,,,,,,,,,,,,
Rental unit in Melbourne · 1 bedroom · 1 bed · 1 shared bath,Zen,Melbourne,-37.80760188,144.9669057,Private room,175,1,0,,,1,Victoria,0,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Hotel in capel sound · ★4.59 · 1 bedroom · 2 beds · 1 private bath,Peninsula Beach Motel,"Rosebud, Victoria",-38.3641,144.88015,Hotel room,175,1,131,11/02/2023,2.42,3,Victoria,189,4.59,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Home in Honeywood · ★4.89 · 2 bedrooms · 2 beds · 1 private bath,Andrea,Brighton,-42.72183,147.30251,Private room,175,1,73,7/03/2020,0.81,1,Tasmania,238,4.89,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Moina · ★4.48 · 1 bedroom · 1 bed · 1 private bath,Caroline,Kentish Council,-41.4757,146.09402,Hotel room,175,1,21,28/06/2022,0.25,8,Tasmania,102,4.48,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Moina · ★4.36 · 1 bedroom · 1 bed · 1 private bath,Caroline,Kentish Council,-41.47392,146.09564,Hotel room,175,1,36,5/06/2022,0.43,8,Tasmania,99,4.36,,,,,,,,,,,,,,,,,,,,,,"Exempt: This listing is a hotel, motel, or caravan park"
Bed and breakfast in Moina · ★4.70 · 1 bedroom · 1 bed · 1 private bath,Caroline,Kentish Council,-41.47417,146.09413,Hotel room,175,1,30,11/01/2023,0.36,8,Tasmania,102,4.7,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Moina · ★4.50 · 1 bedroom · 1 bed · 1 private bath,Caroline,Kentish Council,-41.4747,146.09467,Hotel room,175,1,10,19/04/2022,0.12,8,Tasmania,102,4.5,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guesthouse in Currie · ★5.0 · 6 bedrooms · 1 bed · 1 private bath,Sonia,King Island,-39.93156,143.85213,Private room,175,1,14,27/03/2023,0.24,7,Tasmania,359,5,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guesthouse in Currie · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Sonia,King Island,-39.93156,143.85213,Private room,175,1,3,26/10/2022,0.06,7,Tasmania,363,5,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guesthouse in Currie · 1 bedroom · 1 bed · 2 shared baths,Sonia,King Island,-39.93156,143.85213,Private room,175,1,1,5/04/2022,0.06,7,Tasmania,359,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guesthouse in Currie · ★4.85 · 1 bedroom · 1 bed · 2 shared baths,Sonia,King Island,-39.93156,143.85213,Private room,175,1,13,25/08/2023,0.19,7,Tasmania,362,4.85,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Currie · ★4.83 · 4 bedrooms · 5 beds · 3 baths,Sonia,King Island,-39.93156,143.85213,Private room,175,1,6,25/03/2023,0.17,7,Tasmania,357,4.83,,,,,,,,,,,,,,,,,,,,,,PLN-13-01112-01
Guest suite in North Hobart · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Reny,Hobart,-42.87678,147.31517,Private room,175,2,5,10/11/2022,0.1,1,Tasmania,87,4.8,,,,,,,,,,,,,,,,,,,,,,DA2015/0063   but we have also been operating since before July 1  2018
Boutique hotel in East Launceston · 1 bedroom · 1 bed · 1 private bath,Linda & Andre,City of Launceston,-41.43668,147.14682,Private room,175,1,1,20/03/2021,0.03,12,Tasmania,216,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Launceston  · ★4.90 · 1 bedroom · 1 bed · 1 private bath,Stephen,City of Launceston,-41.4347,147.12106,Private room,175,1,21,7/05/2023,2.21,4,Tasmania,61,4.9,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
Guest suite in Como · ★4.85 · 1 bedroom · 1 bed · 1 private bath,Kate,"South Perth, Western Australia",-31.99582,115.8735,Private room,175,2,21,24/02/2020,0.18,3,Western Australia,88,4.85,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Home in Cable Beach · ★4.89 · 1 bedroom · 1 bed · 1 private bath,Chris And Robyn,"Broome, Western Australia",-17.95627,122.21165,Private room,175,1,80,20/06/2023,1.1,2,Western Australia,117,4.89,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in York · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Leanne,YORK,-31.88646,116.77653,Private room,175,14,9,8/12/2020,0.15,1,Western Australia,0,5,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guesthouse in Cuballing · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,Elmarie,"Cuballing, Western Australia",-32.83404,117.18341,Private room,175,1,3,29/05/2020,0.04,4,Western Australia,138,4.33,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guesthouse in Cuballing · 1 bedroom · 2 beds · 2 shared baths,Elmarie,"Cuballing, Western Australia",-32.8354,117.18167,Private room,175,1,0,,,4,Western Australia,139,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guest suite in Cowaramup · ★4.85 · 1 bedroom · 1 bed · 1 private bath,Paul,Shire of Augusta�Margaret River,-33.84845,115.11069,Private room,175,2,102,31/05/2023,1.76,2,Western Australia,354,4.85,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Guest suite in Cowaramup · ★4.88 · 1 bedroom · 1 bed · 1 private bath,Paul,Shire of Augusta�Margaret River,-33.84812,115.111,Private room,175,2,89,23/04/2023,1.39,2,Western Australia,353,4.88,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under Section 12 of the Land Use Planning and Approvals Act 1993
Bed and breakfast in Margaret River · ★4.85 · 1 bedroom · 1 bed · 1 private bath,Owner,Shire of Augusta�Margaret River,-33.96127319,115.0204163,Private room,175,1,94,12/06/2023,1.49,4,Western Australia,320,4.85,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Loft in Hay · ★4.70 · 1 bedroom · 1 bed · 1 private bath,Yasmin,Shire of Denmark,-34.97018,117.40491,Private room,175,1,20,28/06/2021,0.37,5,Western Australia,165,4.7,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Margaret River · ★4.74 · 1 bedroom · 1 bed · 1 private bath,Owner,Shire of Augusta�Margaret River,-33.96062851,115.0194626,Private room,175,1,27,28/04/2023,0.56,4,Western Australia,318,4.74,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Rental unit in West Perth · 1 bedroom · 1 bed · 2 baths,Camilla,City of Stirling,-31.9459,115.84515,Private room,175,1,0,,,1,Western Australia,0,0,,,,,,,,,,,,,,,,,,,,,,"Exempt: This listing is a hotel, motel, or caravan park"
Bed and breakfast in Cable Beach · ★4.98 · 1 bedroom · 1 bed · 1 private bath,Julie,Shire of Broome,-17.9521,122.21424,Private room,175,2,53,22/06/2023,2.39,1,Western Australia,275,4.98,,,,,,,,,,,,,,,,,,,,,,2012/33
Rental unit in Nullagine · 1 bedroom · 1 bed · 1 private bath,Cas,Shire of East Pilbara,-21.88621,120.10808,Private room,175,2,0,,,10,Western Australia,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Home in Two Rocks · 5 bedrooms · 2 beds · 6 shared baths,Sandra,City of Wanneroo,-31.50882,115.59724,Private room,175,3,0,,,1,Western Australia,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Rental unit in Nullagine · 1 bedroom · 1 bed · 1 private bath,Cas,Shire of East Pilbara,-21.88644,120.10878,Private room,175,2,0,,,10,Western Australia,365,0,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Karaak Flat · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Peter,MidCoast Council,-31.92215,152.28707,Private room,175,2,14,13/06/2022,0.4,3,New South Wales,355,5,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
Bed and breakfast in Karaak Flat · ★5.0 · 1 bedroom · 1 bed · 1 private bath,Peter,MidCoast Council,-31.9221,152.28726,Private room,175,2,27,10/04/2023,0.31,3,New South Wales,355,5,,,,,,,,,,,,,,,,,,,,,,PA2004.0002
Guest suite in Yamba · ★4.77 · 1 bedroom · 2 beds · 1 private bath,Jane,Clarence Valley Council,-29.44573,153.35146,Private room,175,1,62,11/04/2023,1.84,3,New South Wales,291,4.77,,,,,,,,,,,,,,,,,,,,,,2015-219
Farm stay in Rosebank · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,Christine,City of Lismore,-28.65222,153.40787,Private room,175,2,16,10/01/2023,0.51,6,New South Wales,10,5,,,,,,,,,,,,,,,,,,,,,,Exempt: This listing falls under the 'home sharing' exemption
